author/url,author/userName,createdAt,text,url
https://x.com/theABGreen,theABGreen,Thu Mar 31 23:51:13 +0000 2011,"This is a track that u can bounce too.. turn it up loud!!! 
""One of a Kind"" (A.B. Green) 
http://www.youtube.com/watch?v=WdpClxK9pFw",https://x.com/theABGreen/status/53605296307847168
https://x.com/mustiQ_a,mustiQ_a,Thu Mar 31 23:50:44 +0000 2011,"Morning abg RT @iwaygoir: One April,Good morning..",https://x.com/mustiQ_a/status/53605175146971136
https://x.com/theABGreen,theABGreen,Thu Mar 31 23:49:17 +0000 2011,"I'm about to be introduced to someone who I don't want to meet, so u already know I'm gona fake smile",https://x.com/theABGreen/status/53604810083143680
https://x.com/AbgNic,AbgNic,Thu Mar 31 23:47:27 +0000 2011,"@tonyfernandes Congrats Tony, how do u deal wit jag lag when u are diff parts of the world almost everyday...?",https://x.com/AbgNic/status/53604351033352193
https://x.com/nazrulez,nazrulez,Thu Mar 31 23:47:10 +0000 2011,Morning to u abg @MEORinho,https://x.com/nazrulez/status/53604279252033536
https://x.com/baitfacegee,baitfacegee,Thu Mar 31 23:45:49 +0000 2011,RT @jookie_mundo: RT @baitfacegboii: @jookie_mundo &lrm;​WATCH MY DON DIRTY KEMZ GOIN IN ON RAP CITY SUUWOO ... http://tmi.me/8kmBN,https://x.com/baitfacegee/status/53603938490003457
https://x.com/adecutie,adecutie,Thu Mar 31 23:42:50 +0000 2011,@Al_Rezhafi get well very very sooonn yaa  abg *bighugs* http://myloc.me/iZcWO,https://x.com/adecutie/status/53603188485521408
https://x.com/abbbygee,abbbygee,Thu Mar 31 23:42:50 +0000 2011,@nicoleyermus plz join me @ the gym. Thx. Much luv.,https://x.com/abbbygee/status/53603188435197952
https://x.com/abbbygee,abbbygee,Thu Mar 31 23:41:30 +0000 2011,Tweeting through lifee,https://x.com/abbbygee/status/53602850474950656
https://x.com/cocoyisha,cocoyisha,Thu Mar 31 23:40:42 +0000 2011,RT @mis_akay: @yisha2pw3ty no abg fred is cmin on monday!!oya come tew my room tewmao nau!!,https://x.com/cocoyisha/status/53602650415046658
https://x.com/msMarinaaaB,msMarinaaaB,Thu Mar 31 23:34:54 +0000 2011,@norm_noordin morning abg norm,https://x.com/msMarinaaaB/status/53601191493513216
https://x.com/ISoToPe626,ISoToPe626,Thu Mar 31 23:33:35 +0000 2011,Morning abg fie! ^__^  @Rafie_Ezwan: Morning friends.... :),https://x.com/ISoToPe626/status/53600861917679616
https://x.com/cutrener,cutrener,Thu Mar 31 23:31:29 +0000 2011,Happy birthday abg @putraanugerah ☺,https://x.com/cutrener/status/53600331707322368
https://x.com/GogzyMadonna,GogzyMadonna,Thu Mar 31 23:19:41 +0000 2011,"April dis n dt! September leggo jor!! RT @Steffugee: #okhi Werinz hapunzz?? :-P ""@GogzyMadonna: abg! may we hia word! lol!  #okbye",https://x.com/GogzyMadonna/status/53597361628389376
https://x.com/bintok,bintok,Thu Mar 31 23:18:07 +0000 2011,Yeaah Goyang uler keket keluar.. @a_haekal: Wooohooo!! We had so much fun here! @riyodang @revitalism @abg_abah @sashasunu @rian_sur @goriep,https://x.com/bintok/status/53596966738870272
