author/twitterUrl,author/userName,createdAt,text,url
https://twitter.com/vivslatina,vivslatina,Sat Nov 11 17:05:38 +0000 2023,@warthog2276 Hello 😊😊,https://x.com/vivslatina/status/1723386514422555075
https://twitter.com/vivslatina,vivslatina,Sat Nov 11 17:05:11 +0000 2023,@MarkOstrowski8 Hello 👋,https://x.com/vivslatina/status/1723386402229178468
https://twitter.com/vivslatina,vivslatina,Sat Nov 11 17:05:02 +0000 2023,@JohnBar10376149 Hello 🤗,https://x.com/vivslatina/status/1723386361867309413
https://twitter.com/imnotminming,imnotminming,Sat Nov 11 16:22:58 +0000 2023,Versi asian baby girl https://t.co/O21lYnlEDf,https://x.com/imnotminming/status/1723375775787724859
https://twitter.com/asianbabygirl17,asianbabygirl17,Fri Nov 10 21:34:48 +0000 2023,@lalisasproperty some blackjacks are hating on bp because 2ne1 disbanded a few months before that. but me I turn into blinks and a lot of filo blackjacks became blinks right away. dara is super popular in ph tho,https://x.com/asianbabygirl17/status/1723091863249572220
https://twitter.com/asianbabygirl17,asianbabygirl17,Fri Nov 10 21:32:35 +0000 2023,"@lalisasproperty im a blacjack before bp debut, then i became blink on august 8 2016 after bp official debut, its true some of blackjacks became blink its like 50/50 others are hating or supporting bp at that time.",https://x.com/asianbabygirl17/status/1723091305906233365
https://twitter.com/asianbabygirl17,asianbabygirl17,Fri Nov 10 16:33:04 +0000 2023,@SazukeTheGoat @lalisalovemme thats trueee.,https://x.com/asianbabygirl17/status/1723015929171513406
https://twitter.com/asianbabygirl17,asianbabygirl17,Fri Nov 10 15:15:50 +0000 2023,"@lalisalovemme Actually im a blackjack then turn into blinks, its true theres a lot of blackjacks supports bp, like half of the fandom support blackpink at that time.",https://x.com/asianbabygirl17/status/1722996493823496464
https://twitter.com/cracksonacrown,cracksonacrown,Fri Nov 10 04:01:14 +0000 2023,"when venus takes away your southern asian baby girl boss, fret not, take trains to see.",https://x.com/cracksonacrown/status/1722826724864381387
https://twitter.com/asianbabygirl17,asianbabygirl17,Fri Nov 10 02:42:13 +0000 2023,"@gcftokkii thanks they have spanish song too for their latin fans hehe

https://t.co/pOip3N0ht4",https://x.com/asianbabygirl17/status/1722806838205481174
https://twitter.com/lovesickminji,lovesickminji,Thu Nov 09 23:12:13 +0000 2023,my asian baby girl,https://x.com/lovesickminji/status/1722753990084251805
https://twitter.com/_isayx,_isayx,Thu Nov 09 15:54:59 +0000 2023,@itsyabyi don't touch my asian baby girl,https://x.com/_isayx/status/1722643960399831337
https://twitter.com/wasabaee_,wasabaee_,Thu Nov 09 03:58:44 +0000 2023,"The holidays are coming up again

Need a helping hand to pick out a gift for your favorite Asian baby girl?

https://t.co/QJAXcjLj1n",https://x.com/wasabaee_/status/1722463709233307838
https://twitter.com/asianbabygirl17,asianbabygirl17,Thu Nov 09 00:52:50 +0000 2023,"@gcftokkii Hi nicole can you check their spanish cover and let me know if they passed. i love bgyo too and hori7on

https://t.co/JjQ6OpTByU",https://x.com/asianbabygirl17/status/1722416924087480693
https://twitter.com/asianbabygirl17,asianbabygirl17,Thu Nov 09 00:51:23 +0000 2023,Yey another hori7on x bgyo fan like me 😍,https://x.com/asianbabygirl17/status/1722416560034517233
https://twitter.com/asianbabygirl17,asianbabygirl17,Thu Nov 09 00:50:21 +0000 2023,"@gcftokkii Hi nicole can you check their spanish cover and let me know if they passed. i love bgyo too and hori7on

https://t.co/JjQ6OpTByU",https://x.com/asianbabygirl17/status/1722416300495180085
https://twitter.com/_hev_le_02,_hev_le_02,Wed Nov 08 23:35:40 +0000 2023,asian baby girl spotted https://t.co/MzAQjCj1Eh,https://x.com/_hev_le_02/status/1722397504061485368
https://twitter.com/Thinkerbelle486,Thinkerbelle486,Tue Nov 07 12:49:04 +0000 2023,@FinanaRyugu Asian Baby Girl????,https://x.com/Thinkerbelle486/status/1721872395139731767
https://twitter.com/gabisco_smart,gabisco_smart,Sat Dec 30 22:04:38 +0000 2023,@Ariwodo_ @savinuch_ boss abg bless me with 2k make I use for church 2moro🥺🙏,https://x.com/gabisco_smart/status/1741218764450902465
https://twitter.com/onojaiy_,onojaiy_,Sat Dec 30 21:55:48 +0000 2023,@darlytheboy Abg u get like 25 hours before fooling end. Use am well😂,https://x.com/onojaiy_/status/1741216540702195734
https://twitter.com/ABGNoire,ABGNoire,Sat Dec 30 21:55:01 +0000 2023,"I honestly view this as pure racism myself. Telling Africans to ""stay in their lane"" and ""become civilized first before interfering"" is just racism...",https://x.com/ABGNoire/status/1741216343968423973
https://twitter.com/abrahgaz,abrahgaz,Sat Dec 30 21:51:58 +0000 2023,@bukola61112536 @MegaGreat2 Congrats bruh abg help me with the 4k for back abg make I use am for tp tommorow 🙏🤲,https://x.com/abrahgaz/status/1741215576318443580
https://twitter.com/abrahgaz,abrahgaz,Sat Dec 30 21:51:08 +0000 2023,@RealKelsen @MegaGreat2 Congrats bruh abg u fit help me with 3k if dem settle u abg 🙏🤲,https://x.com/abrahgaz/status/1741215367530254607
https://twitter.com/AbimbolaAd15008,AbimbolaAd15008,Sat Dec 30 21:49:10 +0000 2023,@Lexybabs Abeg boss gimme the balance wey dey back after you comot the one wey you wan use play abg 🙏,https://x.com/AbimbolaAd15008/status/1741214873806135411
https://twitter.com/abrahgaz,abrahgaz,Sat Dec 30 21:47:42 +0000 2023,@comedian_ovoko @MegaGreat2 Congrats bruh abg help me with 1k abg,https://x.com/abrahgaz/status/1741214504208224541
https://twitter.com/abrahgaz,abrahgaz,Sat Dec 30 21:44:49 +0000 2023,@9iceabdot @MegaGreat2 Congrats bruh abg u fit help me with 2k if dem settle? Abg 🙏,https://x.com/abrahgaz/status/1741213779751289079
https://twitter.com/hutao_devotee,hutao_devotee,Tue Nov 07 12:36:16 +0000 2023,"@FinanaRyugu for the uninitiated:

abg = asian baby girl",https://x.com/hutao_devotee/status/1721869173352259690
https://twitter.com/asianbabygirl17,asianbabygirl17,Mon Nov 06 18:47:16 +0000 2023,@danjf13 @TWICE_Charts @JYPETWICE no. lols,https://x.com/asianbabygirl17/status/1721600151155093835
https://twitter.com/goatofthroat222,goatofthroat222,Mon Nov 06 14:00:34 +0000 2023,"Hey, I recently turned 18 and started Fansly 🤭

Maybe I look sweet and shy here, but on fansly I'll do whatever you want 😈

I would be happy if you Support me daddy 💞 https://t.co/dPmfcmTcOZ",https://x.com/goatofthroat222/status/1721528001416888752
https://twitter.com/asianbabygirl17,asianbabygirl17,Mon Nov 06 05:07:50 +0000 2023,@danjf13 @TWICE_Charts @JYPETWICE lols doesnt change the fact that bp is the biggest gg in the world and in australia also. bp being 100% soldout queens while twice flopping and  lipsyncing 😂😂,https://x.com/asianbabygirl17/status/1721393935208394808
https://twitter.com/asianbabygirl17,asianbabygirl17,Sun Nov 05 19:08:34 +0000 2023,@tofudubeedo @Yasmine07325994 @danjf13 @TWICE_Charts @JYPETWICE dont trust people on the internet like tiktok 😂 those are fakeass hahahahaha thats whyy bp concert is 100% soldout because their fabulous and hype the stage while twice flopping so hard,https://x.com/asianbabygirl17/status/1721243123060510899
https://twitter.com/asianbabygirl17,asianbabygirl17,Sun Nov 05 18:18:58 +0000 2023,@jennasarahh princess of pop,https://x.com/asianbabygirl17/status/1721230640262357232
https://twitter.com/VytrangN,VytrangN,Sun Nov 05 16:21:38 +0000 2023,Dont lost yo BITCH https://t.co/6aePjW8aF3,https://x.com/VytrangN/status/1721201114463576198
https://twitter.com/asianbabygirl17,asianbabygirl17,Sun Nov 05 13:47:43 +0000 2023,@danjf13 @TWICE_Charts @JYPETWICE lol blaming inflation 😂 when all bp concerts are 100% soldout and 5x expensive than twice hahahaha twice flop yalll,https://x.com/asianbabygirl17/status/1721162377700544954
https://twitter.com/vivslatina,vivslatina,Sun Nov 05 11:16:58 +0000 2023,@AceSolo1399 I'm good! Thanks! 😘,https://x.com/vivslatina/status/1721124442234106267
https://twitter.com/vivslatina,vivslatina,Sat Nov 04 15:57:00 +0000 2023,@MarkOstrowski8 Thanks! ❤️,https://x.com/vivslatina/status/1720832527659876803
https://twitter.com/vivslatina,vivslatina,Sat Nov 04 15:55:37 +0000 2023,@martswim1969 Hello 🤗,https://x.com/vivslatina/status/1720832176659562512
https://twitter.com/vivslatina,vivslatina,Sat Nov 04 15:55:25 +0000 2023,@AceSolo1399 Hello 🤗,https://x.com/vivslatina/status/1720832128496382040
https://twitter.com/Nazthagodd,Nazthagodd,Sat Nov 04 15:36:41 +0000 2023,"U ain’t never  ain’t never heard of a bimbo , an Asian baby girl ?  Other races marry and date types like this all the time , U niggas just hate black women 😂",https://x.com/Nazthagodd/status/1720827411741155668
https://twitter.com/asianbabygirl17,asianbabygirl17,Sat Nov 04 11:43:21 +0000 2023,@ha273_q @atruelydiva @jntaIIy go blinks save it for receipts,https://x.com/asianbabygirl17/status/1720768691737080181
https://twitter.com/reglrbird,reglrbird,Sat Dec 30 21:39:43 +0000 2023,Siege: I can Challenge Landmarks. When I strike a landmark I destroy it. All damage I do is dealt to the challenged landmark only.,https://x.com/reglrbird/status/1741212493647929371
https://twitter.com/KalifaOj1953,KalifaOj1953,Sat Dec 30 21:39:32 +0000 2023,@untouchablecmdy 07048100301 job ODIAKA opay boss abg make I take buy one thing for this new year god bless you sir🙏,https://x.com/KalifaOj1953/status/1741212446444884303
https://twitter.com/abrahgaz,abrahgaz,Sat Dec 30 21:33:57 +0000 2023,@peppermenace @MegaGreat2 E go boom ijn if e boom u fit help me with 5k abg 🙏🤲,https://x.com/abrahgaz/status/1741211043819360383
https://twitter.com/abrahgaz,abrahgaz,Sat Dec 30 21:29:25 +0000 2023,@Ashkash06094981 @MegaGreat2 Congrats bruh abg u fit help me with the 4k fir back if dem settle u abg 🙏,https://x.com/abrahgaz/status/1741209903174201678
https://twitter.com/asianbabygirl17,asianbabygirl17,Fri Nov 03 07:59:01 +0000 2023,@Squirtle_Jarvs hahahahahahahaha i hate carlos agassi but he still better than britneys evil sister 🤭,https://x.com/asianbabygirl17/status/1720349850662007158
https://twitter.com/asianbabygirl17,asianbabygirl17,Thu Nov 02 22:46:22 +0000 2023,@lootmtaylor @breatheonmiley hey i love selena and britney,https://x.com/asianbabygirl17/status/1720210770401873990
https://twitter.com/asianbabygirl17,asianbabygirl17,Thu Nov 02 15:47:49 +0000 2023,"@LovelyPeach2001 Peaches, jisoo lovesyou 🥰",https://x.com/asianbabygirl17/status/1720105439151652984
